,title,company,cpage,ratings,location,days_ago,summary
389,Data Scientist / ML Engineer,Attract People,https://au.indeed.comn/a,0.0,Brisbane QLD,30,A rare opportunity for a Data Scientist has come up with a client of ours here in Brisbane. As a Data Scientist you will be joining a high performing innovation…
390,Data Scientist,Ever Better Recruitment (EBR),https://au.indeed.com/cmp/Ebr-Recruitment,0.0,Australia,6,"As a Data Scientist, you will work on the machine learning platform and actively contribute to the development of our state-of-the-art pre-processing and…"
391,POSTDOCTORAL SCIENTIST - DEVELOPMENTAL BIOLOGY,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,30,"Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis? Established in 1994, it is the legacy of legendary…"
392,Data Scientist - Melbourne,Opus Recruitment Solutions,https://au.indeed.comn/a,0.0,Melbourne VIC,14,We're currently looking for a Mid-Senior level Data scientists to join my Start-Up client in their IoT / Machine Learning project.
393,Data Engineer,Quantexa,https://au.indeed.comn/a,0.0,Melbourne VIC,10,"Work very closely with data scientists to ensure efficient and effective delivery of solutions; Manage, transform and cleanse high volume data;"
394,Software Engineer (Data),Eliiza,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Big Data Tooling (Spark, Hadoop, Hive, Airflow). You'll get to work with some of the best Data Scientists and Engineers to deliver production-grade AI and…"
395,Data Scientist | Contract,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,Our client is seeking an experienced Data Scientist with strong machine learning and deep exposure with NLP to help on a contract basis.
396,Data Modelling Analyst SQL/ Python - Pre-Trade - Sydney,Westbury Partners,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Strong data modelling, data lineage and mapping. The pre-trade data models also need to align to the overall FM data models being developed."
397,Senior Data Scientist - $160k + Super + 20% bonus,Correlate Resources,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Google Cloud, Hadoop, Spark, Scala, R,…"
398,Data Science Immersive - Local Instructional Associate,General Assembly,https://au.indeed.comn/a,0.0,Sydney NSW,6,Our full-time Data Science Immersive is a life-changing educational experience where our students learn the skills and mindsets to take on new careers as data…
399,Senior Method Development Scientist,Agilex Biolabs,https://au.indeed.comn/a,0.0,Adelaide SA,14,Demonstrated efficient problem solving and scientific data interpretation abilities. We are seeking a Senior Method Development Scientist (Immunoassay) for a…
400,Part-time Data Science Instructor,General Assembly,https://au.indeed.comn/a,0.0,Melbourne VIC,6,"Python, Machine Learning, Probability, Statistics, manipulation of large data sets, data visualization techniques. You have fluency in the following topics:"
401,Quantitative Analyst,R Financial Service,https://au.indeed.comn/a,0.0,Sydney NSW,17,"Proven understanding of theories and methodologies in quantitative analysis, data science or a related field;Credit risk monitoring and reporting:"
402,"Group Leader, ProCan® Data Technology",Children's Medical Research Institutue,https://au.indeed.comn/a,0.0,Westmead NSW,21,Protein data with pathology results and clinical outcome data.He/she will oversee the team of software engineers and data scientists who.This role will be to.
403,POSTDOCTORAL SCIENTIST - IPSC MODELLING,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,4.6,Darlinghurst NSW,30,Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis?You will support a dynamic team of scientists studying…
404,Data Engineer,Nearmap,https://au.indeed.comn/a,0.0,Barangaroo NSW,30,"As a data analyst, you will extract, transform and explore data in a progressive data focussed organisation.Interrogate, analyse and interpret complex data."
405,Data Scientist - Lead,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Ability to track down complex data quality and data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems."
406,Data Scientist | People Analytics | HR Data Analysis | Peopl...,inDmand,https://au.indeed.comn/a,0.0,Sydney NSW,16,Work within agreed data governance and operating model to ensure data integrity and manage operational risk.Identify relationships and trends in data.
407,Client Data Analyst and Research Manager,IDP Connect,https://au.indeed.comn/a,0.0,Sydney NSW,12,"Industry data sources – e.g. AEI.Passion for data and analysis with demonstrated ability to turn complex data into actionable insight, communicate…"
408,Machine Learning Engineer,Nearmap,https://au.indeed.comn/a,0.0,Barangaroo NSW,10,"You’ll be someone who thrives in a diverse team, working shoulder-to-shoulder with data scientists, statisticians, and other engineers."
409,Lead Data Scientist,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Ability to track down complex data quality and data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems."
410,Data Scientist | Contract | Iconic organisation | Google Clo...,Billigence Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Experience in relational databases, data modelling and Data Profiling.Able to understand various data structures and common methods in data transformation."
411,Lead Data Scientist,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Ability to track down complex data quality and data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems."
412,"Group Leader, ProCan® Data Technology",Children's Medical Research Institutue,https://au.indeed.comn/a,0.0,Westmead NSW,21,Protein data with pathology results and clinical outcome data.He/she will oversee the team of software engineers and data scientists who.This role will be to.
413,Data Scientist - Lead,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Ability to track down complex data quality and data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems."
414,Environmental Consultant,Environmental Resource Management,https://au.indeed.comn/a,0.0,Perth WA,8,"ROLE PROFILE of Environmental Scientist *.Management and analysis of technical data;Providing inputs into elements of project scoping, data management, and/or…"
415,Intern-Design Analyst,Gravity Consulting,https://au.indeed.comn/a,0.0,Melbourne VIC,29,"At Gravity, we're a a multidisciplinary bunch of storytellers, business consultants, designers, engineers and data scientists who share the common passion of…"
416,Machine Learning Engineer,Nearmap,https://au.indeed.comn/a,0.0,Barangaroo NSW,10,"You’ll be someone who thrives in a diverse team, working shoulder-to-shoulder with data scientists, statisticians, and other engineers."
417,Web Application Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,11,"We work in multi-discipline squads so you’ll be working alongside Big Data engineers, Data Scientists, Analysts, Testers and Devops engineers, depending on the…"
418,Product Associate,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,4.1,Sydney NSW,11,"Product Managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles).Pricing strategy, technology, user flow)."
419,Full Stack Developer,Seer,https://au.indeed.comn/a,0.0,Melbourne VIC,5,"These features will allow patients to better understand their data, allow clinicians to quickly follow and track their patients condition, allow our clinical…"
420,Embryology Laboratory,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,4.6,Darlinghurst NSW,30,"Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis?Established in 1994, it is the legacy of legendary…"
421,Sr. Enterprise Account Exec- Data Science / ML -Sydney,h2o.ai,https://au.indeed.comn/a,0.0,Sydney NSW,5,"Engage with CIOs, CDOs, CTOs, IT executives, Data Scientists and other key stakeholders.Minimum of 5+ years field sales experience within big data, analytics,…"
422,Canberra Senior Scientist,Genea,https://au.indeed.com/cmp/Genea,0.0,Canberra ACT,3,Accurately entering embryology data into relevant database for statistical analysis and accreditation purposes.Manual handling of all gametes and embryos.
423,Environmental Consultant,Environmental Resource Management,https://au.indeed.comn/a,0.0,Perth WA,8,"ROLE PROFILE of Environmental Scientist *.Management and analysis of technical data;Providing inputs into elements of project scoping, data management, and/or…"
424,Front End Developer,Mable,https://au.indeed.com/cmp/Mable,0.0,Sydney NSW,30,"Comfortable working in an agile environment with a team of high performing engineers, product managers and data scientists.What you will be doing..."
425,Python Developer,Seer,https://au.indeed.comn/a,0.0,Melbourne VIC,4,"Preparing, analysing, and learning from data using data science, statistics, and machine learning techniques.Data Science, Statistics, or Machine Learning."
426,Associate Product Manager,Rokt,https://au.indeed.comn/a,0.0,Sydney NSW,3,"You will work with a smart and passionate team of engineers, designers, data scientists and machine learning experts to create products that improve,…"
427,Machine Learning Engineer,Betsson Group,https://au.indeed.comn/a,0.0,Tasmania,16,"Understanding of data structures, data modeling and software architecture.Work within the Big Data team to ensure that solutions are pluggable in the existing…"
428,Senior Data Analyst,Finite IT,https://au.indeed.comn/a,0.0,Sydney NSW,2,Senior Data Analyst / Data Scientist | SAS | R | Python | Predictive Modelling.Senior Data Analyst / Data Scientist | SAS | R | Python | Predictive Modelling.
429,Data Engineer,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,17,Talenza has been engaged by industry-leading ASX organization in their search for an enthusiastic and motivated Data Scientist.
430,Quantitative Analyst Model Validation,SMC Executive,https://au.indeed.comn/a,0.0,Sydney NSW,2,This key contract roles is within one of Australia’s premier banking groups and represent a great opportunity for an experienced quant/market risk expert to…
431,Associate UX Designer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,11,You will also partner with our data scientists and consultants to create bespoke interface design for our business development and consulting proposals for our…
432,Software Engineer - Measurement & Attribution team,Rokt,https://au.indeed.comn/a,0.0,Sydney NSW,15,"You will be working in a team of four to six data scientists, engineers and analysts.We process large amounts of data to provide insights to the rest of the…"
433,Senior Data Analyst,Finite IT,https://au.indeed.comn/a,0.0,Sydney NSW,2,Acquisition and modelling of data in SAS to allow for analysis and data mining.Deliver analysis of data and ad-hoc reporting for management when not available…
434,"Senior Data Scientist - Python, Google Cloud, Production big...",Talent Insights Group,https://au.indeed.comn/a,0.0,Sydney NSW,10,This hire is for a well-respected data science team in Sydney who build tangible products and tools using customer & marketing data to deliver real business…
435,Full Stack Web Developer,Kogan.com,https://au.indeed.comn/a,0.0,South Melbourne VIC,4,"We’re looking for software engineers, computer scientists, self taught developers (etc) that are eager to join a high performance development team, helping to…"
436,Quantitative Analyst Model Validation,SMC Executive,https://au.indeed.comn/a,0.0,Sydney NSW,2,This key contract roles is within one of Australia’s premier banking groups and represent a great opportunity for an experienced quant/market risk expert to…
437,Data Science Consultant,Xpand Group,https://au.indeed.comn/a,0.0,Melbourne VIC,11,"A background in statistical analysis and modelling techniques over large data sets, with proven capability constructing, validating, and implementing models."
438,Sr Data Scientist | Digital Bank. Product is LIVE | 140-160K...,Hyre Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,21,"Analysing customer, transactional, and external data to develop relevant models for data driven insights.They’re rapidly scaling, and currently building out…"
439,Associate Product Manager,Rokt,https://au.indeed.comn/a,0.0,Sydney NSW,3,"Examples of problems you have solved, including experience working with data and reporting.You will work with a smart and passionate team of engineers,…"
440,Executive Assistant/Team Assistant,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,30,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…"
441,Executive Assistant/Team Assistant,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,30,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…"
442,Software Development in Data Science,Opus Recruitment Solutions,https://au.indeed.comn/a,0.0,Melbourne VIC,4,Passion for software development in data science.It's more of a hybrid role where you'll be working as a data scientist but will still need to do software…
443,Data Analyst | Boutique Market Research Agency,CCInternational Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,7,"Experience in data manipulation, cleaning and processing, preparing data files for analysis in Q and excel.Ability to interpret data to support the development…"
444,Data Engineer,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,17,Strong experience building data pipelines in the cloud.Talenza has been engaged by industry-leading ASX organization in their search for an enthusiastic and…
445,Data Analyst or ETL Developer,InfoCentric,https://au.indeed.com/cmp/Infocentric,4.3,Melbourne VIC,30,"We are looking for a Data Analyst or Senior Data Analyst, or ETL Developer, Senior ETL, ETL Tech Lead to join our team.Cloud | AWS, Azure, Google Cloud."
446,Product Manager,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,4.1,Sydney NSW,9,"Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles).What makes a good product manager?"
447,Platform Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,11,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…"
448,Sr. Enterprise Account Exec- Data Science / ML -Sydney,h2o.ai,https://au.indeed.comn/a,0.0,Sydney NSW,5,"Minimum of 5+ years field sales experience within big data, analytics, and/or data science tools and technologies in large enterprise accounts."
449,Team Leader Environmental Services – Senior Environmental Sc...,Ecosure,https://au.indeed.comn/a,0.0,Australia,25,"Proven data analysis, technical report and proposal writing skills.Ecosure has a bold vision to preserve the world’s natural brilliance."
450,Data Engineer,Bluefin Resources,https://au.indeed.comn/a,0.0,Melbourne VIC,11,"The Data Engineer will use data integration, consolidation and data cleansing to pull together information from disparate source systems and structure it to be…"
451,Instructor Lead - Data Science Immersive (Full-time),General Assembly,https://au.indeed.comn/a,0.0,Melbourne VIC,10,"You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.Deepen your own skills by guiding students through a…"
452,Platform Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,11,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…"
453,Team Leader Environmental Services – Senior Environmental Sc...,Ecosure,https://au.indeed.comn/a,0.0,Australia,25,"Proven data analysis, technical report and proposal writing skills.A fantastic opportunity has arisen for a Senior Environmental Scientist to join our…"
454,"Director, Antibody Discovery",Teva Pharmaceuticals Australia Pty Ltd,https://au.indeed.comn/a,0.0,Macquarie Park NSW,21,Antibody development data management software.We are looking for a Lead Scientist to lead a team of scientists responsible for the discovery & optimisation of…
455,Data Engineer,Bluefin Resources,https://au.indeed.comn/a,0.0,Melbourne VIC,11,"Experience preparing data in a ready-to-use state for Data Scientists.Experience working as a Data Engineer - designing, developing, installing, testing and…"
456,Data Analyst | Boutique Market Research Agency,CCInternational Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,7,"Experience in data manipulation, cleaning and processing, preparing data files for analysis in Q and excel.Ability to interpret data to support the development…"
457,Marketplace Growth Manager,Jivaro,https://au.indeed.comn/a,0.0,Sydney NSW,14,Partner with analysts and data scientists to help identify and address marketplace challenges and provide accurate forecasting data for new and existing…
458,Data Consultant,CSKnexus,https://au.indeed.comn/a,0.0,Melbourne VIC,18,"In this role, you will implement a variety of solutions to ingest data into, process data within, and expose data from a Data Lake that enables data analysts…"
459,Data Engineer (Mid-Level),Onset,https://au.indeed.comn/a,0.0,Sydney NSW,30,Experience with ETL and working with Data Scientists.Working with an established product & analytics function you'll actually have a Head of Data Engineering …
460,Customer Success Engineer,Databricks,https://au.indeed.comn/a,0.0,Sydney NSW,22,"Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering…"
461,"Consultant, Python Developer",Fractal Analytics,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Reshape the data and perform rapid Data Modelling to transform raw data in a way it can be easily utilized by Data Analysts, Business Analysts, Line of Business…"
462,"Senior Software Engineer, Cash App",Cash App,https://au.indeed.comn/a,0.0,Melbourne VIC,24,"This includes expansion into new markets, scaling our infrastructure, growing our Cash Card program and building out our platform to enable our engineers, data…"
463,Data Analytics Consultant,Ever Better Recruitment (EBR),https://au.indeed.com/cmp/Ebr-Recruitment,0.0,Sydney NSW,6,"You will learn from the top Data Scientists in the world, and teach them a thing or two along the way. Experience with Hadoop and related Big Data technologies."
464,Senior UI Application Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,9,"Our expertise in delivering highly complex data decisions based on our algorithmic and data capability. We combine a team of experts that spans data scientists,…"
465,Laboratory Assistant,Kelly Services,https://au.indeed.com/cmp/Kelly-Services,0.0,Perth WA,27,Analysis of PCR and sequence data. Join a supportive and passionate team of scientists. The Perth based team are all passionate scientists who work together to…
466,Product Manager - Trust & Safety,Mable,https://au.indeed.com/cmp/Mable,0.0,Sydney NSW,3,"Our technology team is data lead and agile, with squads of product managers, data scientists and DevOps engineers collaborating to solve the big changes facing…"
467,Senior Application Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,11,"We work in multi-discipline teams so you’ll be working alongside Data Scientists, Analysts, Testers and Devops engineers, depending on the project."
468,Data Engineer (Mid-Level),Onset,https://au.indeed.comn/a,0.0,Sydney NSW,30,Experience with ETL and working with Data Scientists. Working with an established product & analytics function you'll actually have a Head of Data Engineering …
469,IT / Tech Recruitment Consultants Wanted!,TheDriveGroup,https://au.indeed.comn/a,0.0,Sydney NSW,14,"Front End Developer, Java Developer, .Net Developer, JavaScript Developer, NodeJS Developer, MEAN Stack Developer, MERN Stack Developer, Full Stack JavaScript…"
470,Market Research Analyst (FMCG),Euromonitor,https://au.indeed.comn/a,0.0,Sydney NSW,30,"As a Research analyst, you will have an opportunity to study and build expertise across all FMCG / Corporate industries that range from daily household…"
471,Senior Machine Learning Engineer,Sirius People,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Collaborate with a cross functional agile team spanning user research, design, data science, product management, and engineering to build new and optimise…"
472,Customer Care Operator (Administrative Team Leader),Murdoch Childrens Research Institute,https://au.indeed.com/cmp/Murdoch-Children's-Research-Institute,4.4,Parkville VIC,21,Managing data entry audits and record keeping.Assist the team in managing data entry numbers to SLA.Managing data entry staffing levels – bring to the CCG…
473,Customer Success Engineer,Databricks,https://au.indeed.comn/a,0.0,Sydney NSW,22,"Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering…"
474,Guest (Customer) Insights Analyst,kikki.K,https://au.indeed.com/cmp/Kikki.k,2.6,Australia,29,"Either a degree in Business Analytics, Commerce, Accounting, Business, and/or Marketing and/or experience as a Data Analyst, Business Analyst, Data Scientist or…"
475,Senior Product Manager,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,4.1,Sydney NSW,30,"Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles).Pricing strategy, technology, user flow)."
476,Data Engineering Manager,Bluefin Resources,https://au.indeed.comn/a,0.0,Melbourne VIC,20,Experience working closely with Data Scientists a bonus.Experience working with large data sets and various types of data.
477,Marketplace Growth Manager,Jivaro,https://au.indeed.comn/a,0.0,Sydney NSW,14,Partner with analysts and data scientists to help identify and address marketplace challenges and provide accurate forecasting data for new and existing…
478,Data Analyst| People Analytics | HR Data Analysis | Human Ca...,inDmand,https://au.indeed.comn/a,0.0,Sydney NSW,9,Work within agreed data governance and operating model to ensure data integrity and manage operational risk.Identify relationships and trends in data.
479,Marketing Research Analyst,Taip Pty Ltd,https://au.indeed.comn/a,0.0,Parramatta NSW,7,Gather statistical data on competitors.Obtain data to design surveys and assess consumer preferences.Analyse data on past sales to predict future sales.
480,Full-Stack Software Engineer,Mantech,https://au.indeed.comn/a,0.0,Sydney NSW,30,Want to work closely with Data Scientists and manipulate data using some of the latest tools and tech in a hi-growth tech startup company?
481,Business Intelligence Analyst,Onset,https://au.indeed.comn/a,0.0,Surry Hills NSW,29,"Perfect step up for aspiring data scientist. Data cleansing and ETL experience. Advanced MS Excel, SQL and Data Visualisation, modelling."
482,Senior Data Engineer,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Your team will be a mix of BI Consultants, Data Engineers and Data Scientists. Talenza has been engaged by one of Australia's leading start-ups to help source…"
483,Machine Learning Engineer,Blackroc,https://au.indeed.comn/a,0.0,Brisbane QLD,2,"You’ll be joining a team of scientists, developers, artists and entrepreneurs in engaging with household brands to solve challenges of scale, efficiency and…"
484,Market Research Analyst (FMCG),Euromonitor,https://au.indeed.comn/a,0.0,Sydney NSW,30,"As a Research analyst, you will have an opportunity to study and build expertise across all FMCG / Corporate industries that range from daily household…"
485,EL1 Epidemiology and statistical skillsets,On Q Recruitment,https://au.indeed.com/cmp/On-Q-Recruitment,0.0,Canberra ACT,4,"Research background with data analytical/statistical skillsets and experience. Highly developed epidemiology skills, with experience analysing public health…"
486,Senior Product Manager,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,0.0,Sydney NSW,30,"Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles). Pricing strategy, technology, user flow)."
487,APS 6 Medical Device Assessor x 2,On Q Recruitment,https://au.indeed.com/cmp/On-Q-Recruitment,0.0,Canberra ACT,2,Are you a qualified engineer or scientist looking to further develop your regulatory knowledge? This role is a unique opportunity for qualified engineers or…
488,Data Engineering Manager,Bluefin Resources,https://au.indeed.comn/a,0.0,Melbourne VIC,20,Experience working closely with Data Scientists a bonus. Experience working with large data sets and various types of data.
489,Microsoft Business Intelligence Specialist,Fyndr Group Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,24,This is a rare opportunity to join a newly created team where you will be working alongside a Data Engineer and Data Scientist to drive BI strategy and develop…
490,Senior UI Application Engineer,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,9,"Our expertise in delivering highly complex data decisions based on our algorithmic and data capability. We combine a team of experts that spans data scientists,…"
491,Senior Clinical Trials Project Manager,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, nurses, scientists, clinical project managers, study coordinators, data managers, recruitment…"
492,Senior Data Engineer,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"Talenza has been engaged by one of Australia's leading start-ups to help source an experienced, enthusiastic and high performing Data Engineer as they scale…"
493,Study Director LC-MS,Kelly Services,https://au.indeed.com/cmp/Kelly-Services,0.0,Adelaide SA,16,Experience as a scientist performing analytical functions in LCMS.Ensure regulatory compliance of study data by review of runs.
494,Study Director - Immunoassay,Kelly Services,https://au.indeed.com/cmp/Kelly-Services,0.0,Adelaide SA,16,Experience as a scientist performing analytical functions in immunoassay.Ensure regulatory compliance of study data by review of runs.
495,Senior Research Analyst,Design & Build,https://au.indeed.com/cmp/Design-and-Build-Recruitment,0.0,Melbourne VIC,1,"Provide data analysis, demographic analysis and interpretation of data (with a focus on high quality data visualisation and research communication) to support…"
496,"Director of Sales, Ad Sales (ANZ)",Appier,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Appier was established in 2012 by a passionate team of computer scientists and engineers with expertise in AI, data analysis, distributed systems, and marketing…"
497,Principal Statistical Programmer,Next Day Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,7,Generate complete and efficient analysis data models following approved data set designs or specifications.Advise project staff with requirements in relation…
498,Quantitative Analyst,Bluefin Resources,https://au.indeed.comn/a,0.0,Sydney NSW,9,"Fantastic Opportunity for Career Progression.Monitor risk profiles and the performance of investment mandates including tail risk hedges, variable annuity…"
499,Machine Learning Engineer,Blackroc,https://au.indeed.comn/a,0.0,Brisbane QLD,2,"You’ll be joining a team of scientists, developers, artists and entrepreneurs in engaging with household brands to solve challenges of scale, efficiency and…"
500,Data Science (Lead/Senior),Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,The role will allow the opportunity for the individual to develop the company’s data driven culture and explore new applications for data science and machine…
501,APS 6 Medical Device Assessor x 2,On Q Recruitment,https://au.indeed.com/cmp/On-Q-Recruitment,3.0,Canberra ACT,2,Are you a qualified engineer or scientist looking to further develop your regulatory knowledge?This role is a unique opportunity for qualified engineers or…
502,Quantitative Analyst,Stirling Andersen,https://au.indeed.comn/a,0.0,Sydney NSW,22,Analyse data and deliver on insights.Technical - Can you manipulate data and provide market insights in the industry?High performing team that is friendly.
503,"Director of Sales, Ad Sales (ANZ)",Appier,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Appier was established in 2012 by a passionate team of computer scientists and engineers with expertise in AI, data analysis, distributed systems, and marketing…"
504,Business Intelligence Analyst,Onset,https://au.indeed.comn/a,0.0,Surry Hills NSW,29,"Perfect step up for aspiring data scientist.Data cleansing and ETL experience.Advanced MS Excel, SQL and Data Visualisation, modelling."
505,Clinical Trials Nurse Coordinator,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, scientists, clinical project manager, data managers as well as with external stakeholders."
506,Python Consultant,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Reshape the data and perform rapid Data Modelling to transform raw data in a way it can be easily utilized by Data Analysts, Business Analysts, Line of Business…"
507,Product Marketing Lead,Quantium,https://au.indeed.comn/a,0.0,Sydney NSW,5,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…"
508,Senior Internal Data Science Consultant,Talent Insights Group,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Assemble and manage a multi-functional, cross disciplinary team (business users, data engineers, data scientists and IT support) in the end to end agile…"
509,Software Developer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,3,"Join a rapidly growing and multi-disciplinary team of Software Developers, Engineers and Data Scientists to scale and evolve our industrial software platform…"
510,Software Engineer,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,30,"You’ll be working with Machine Learning, developing complex algorithms and building physics simulation engines which pull data in real-time from data sources…"
511,Full Stack JavaScript Engineer,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,24,"We have one of Sydney's leading data scientist. This is a JavaScript engineer's playground, our product is a web app powered by data, and our mobile products…"
512,Senior Frontend Developer (React),Latitude IT,https://au.indeed.comn/a,0.0,Sydney NSW,24,Our client is currently leading the way in Regtech and AI. They have created a revolutionary no-code enterprise Saas platform. You would bring with you:
513,Senior Clinical Trials Project Manager,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, nurses, scientists, clinical project managers, study coordinators, data managers, recruitment…"
514,Senior .Net Contract! $800 per day! 6 months rolling!,Hyre Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,5,"My client is looking for a Senior . Net developer to join a team working on a landmark greenfield project. Working with other developers and Data Scientists,…"
515,Senior Internal Data Science Consultant,Talent Insights Group,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Assemble and manage a multi-functional, cross disciplinary team (business users, data engineers, data scientists and IT support) in the end to end agile…"
516,In-House Strategy Manager,Oaktree Talent Partners,https://au.indeed.comn/a,0.0,Sydney NSW,23,Working closely with data scientists to extract the data required to support business cases. Our SME client is entering an exciting period of growth and has…
517,Senior Quantitative Analyst- Market Risk- Contract- Sydney,Langley Chase,https://au.indeed.comn/a,0.0,Sydney NSW,10,Managing data requirements for risk modelling to ensure timely and accurate data. Senior Quantitative Analyst- Market Risk- Contract- Sydney CBD*.
518,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
519,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"My client is an innovating Health Start up, that is transforming the medical industry. They are expanding their team and are looking for a Technical Product…"
520,Senior Quantitative Analyst,Finite IT,https://au.indeed.comn/a,0.0,Sydney NSW,14,"We have multiple opportunities in one of Australia’s leading banks for a Senior Quantitative Analyst, responsible for validation of retail and non-retail credit…"
521,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
522,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
523,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
524,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
525,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
